Image_ID,class,confidence,ymin,xmin,ymax,xmax,augmented
id_vmj225uyxh.jpg,Trophozoite,1.0,2596.0,1127.0,2628.0,1157.0,
id_lpc9b0h4yl.jpg,Trophozoite,1.0,1848.0,2990.0,1919.0,3061.0,
id_5gudsszz0t.jpg,Trophozoite,1.0,2491.0,182.0,2515.0,207.0,
id_tmtzoe9bns.jpg,Trophozoite,1.0,2337.0,1343.0,2373.0,1375.0,
id_7fc9zyfy0e.jpg,Trophozoite,1.0,907.0,3149.0,1005.0,3242.0,
id_tgqn7f4tx0.jpg,Trophozoite,1.0,2323.0,534.0,2408.0,650.0,
id_fa626uztwq.jpg,Trophozoite,1.0,2954.0,1175.0,2986.0,1211.0,
id_ytq3slqkjm.jpg,Trophozoite,1.0,3016.0,834.0,3054.0,872.0,
id_pnave1opt9.jpg,Trophozoite,1.0,3046.0,1016.0,3079.0,1055.0,
id_napzy4l85v.jpg,Trophozoite,1.0,2146.0,1595.0,2176.0,1629.0,
id_ytq3slqkjm.jpg,Trophozoite,1.0,2490.0,1424.0,2532.0,1462.0,
id_0v91pruf44.jpg,Trophozoite,1.0,1941.0,634.0,2072.0,798.0,
id_8ztw2t9cet.jpg,WBC,1.0,2205.0,1039.0,2288.0,1109.0,
id_r1h52tth8l.jpg,Trophozoite,1.0,2443.0,1754.0,2481.0,1790.0,
id_xculy3gzpk.jpg,Trophozoite,1.0,2609.0,1424.0,2666.0,1471.0,
id_glyh3dol96.jpg,Trophozoite,1.0,2324.0,436.0,2346.0,467.0,
id_6g52lmvz2y.jpg,WBC,1.0,2558.0,193.0,2619.0,244.0,
id_a6cl90trri.jpg,WBC,1.0,2782.0,899.0,2837.0,950.0,
id_sillt0ixj9.jpg,Trophozoite,1.0,2427.0,1558.0,2536.0,1684.0,
id_z0i61ad0tq.jpg,Trophozoite,1.0,3010.0,463.0,3040.0,491.0,
id_58ee05nnpt.jpg,Trophozoite,1.0,2519.0,1010.0,2549.0,1038.0,
id_vvcixbrht6.jpg,WBC,1.0,2488.0,426.0,2550.0,500.0,
id_vtppfsimst.jpg,WBC,1.0,1483.0,5.0,1663.0,153.0,
id_j0s3jncce7.jpg,WBC,1.0,733.0,565.0,907.0,755.0,
id_y5sidvg3w2.jpg,WBC,1.0,2295.0,339.0,2357.0,403.0,
id_xa4qfbdy8x.jpg,Trophozoite,1.0,333.0,1438.0,464.0,1569.0,
id_8x0h7f3orn.jpg,Trophozoite,1.0,1467.0,1846.0,1574.0,1958.0,
id_yfgqifa1av.jpg,WBC,1.0,1964.0,417.0,2144.0,544.0,
id_0e1cx570oo.jpg,Trophozoite,1.0,1562.0,809.0,1678.0,931.0,
id_q4pmxshnf8.jpg,Trophozoite,1.0,2593.0,3128.0,2720.0,3218.0,
id_4xe7v3uzb0.jpg,Trophozoite,1.0,2279.0,1121.0,2320.0,1150.0,
id_az75itcgjz.jpg,Trophozoite,1.0,2163.0,702.0,2205.0,757.0,
id_y4hd9yvh59.jpg,WBC,1.0,2399.0,1201.0,2458.0,1263.0,
id_iwm2km59xp.jpg,Trophozoite,1.0,2220.0,1008.0,2248.0,1042.0,
id_2pye2ftpl6.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_iidcwndfgq.jpg,WBC,1.0,2696.0,963.0,2764.0,1018.0,
id_pwiv4czvne.jpg,WBC,1.0,2958.0,3007.0,3101.0,3203.0,
id_cv5yf1d2ap.jpg,Trophozoite,1.0,2153.0,1059.0,2189.0,1095.0,
id_rqr7ifphi8.jpg,Trophozoite,1.0,1662.0,634.0,1766.0,738.0,
id_b8vydytsyy.jpg,Trophozoite,1.0,1054.0,1430.0,1188.0,1545.0,
id_io6mu601ef.jpg,Trophozoite,1.0,971.0,1004.0,1066.0,1083.0,
id_e4124p2abl.jpg,WBC,1.0,2159.0,1438.0,2238.0,1531.0,
id_2v40bfhybf.jpg,Trophozoite,1.0,2698.0,365.0,2728.0,405.0,
id_4rut0xcvto.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_okva4xz4nj.jpg,Trophozoite,1.0,2222.0,1549.0,2258.0,1585.0,
id_xcv8hacv2o.jpg,WBC,1.0,2367.0,1186.0,2429.0,1248.0,
id_6t3jc3jcbq.jpg,Trophozoite,1.0,1975.0,1569.0,2091.0,1691.0,
id_wr1bsozdoh.jpg,Trophozoite,1.0,1743.0,1646.0,1822.0,1744.0,
id_ef0jw5a0zi.jpg,Trophozoite,1.0,1774.0,1052.0,1869.0,1195.0,
id_69tmhfv0lu.jpg,WBC,1.0,2241.0,982.0,2303.0,1039.0,
id_zr4uyveglu.jpg,Trophozoite,1.0,955.0,1765.0,1061.0,1855.0,
id_7c46h00wjj.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_rdy8ijad2a.jpg,WBC,1.0,2983.0,592.0,3095.0,662.0,
id_ixxqgodncy.jpg,Trophozoite,1.0,2132.0,1560.0,2158.0,1590.0,
id_qcgac2hzwm.jpg,WBC,1.0,2433.0,1744.0,2495.0,1791.0,
id_55a6sf8hbe.jpg,WBC,1.0,2782.0,1417.0,2848.0,1483.0,
id_6qr9x3f384.jpg,Trophozoite,1.0,2679.0,473.0,2713.0,505.0,
id_wbxjec4uq4.jpg,Trophozoite,1.0,2169.0,1035.0,2208.0,1062.0,
id_ulanlfsxbd.jpg,Trophozoite,1.0,2570.0,371.0,2610.0,415.0,
id_a1jdwsbpyl.jpg,Trophozoite,1.0,1853.0,804.0,1988.0,888.0,
id_dg0icorzno.jpg,Trophozoite,1.0,2823.0,560.0,2861.0,594.0,
id_ffc6hl3147.jpg,Trophozoite,1.0,2123.0,361.0,2159.0,393.0,
id_2gp13u7qvy.jpg,Trophozoite,1.0,1858.0,2167.0,1964.0,2267.0,
id_re74wr6nyy.jpg,Trophozoite,1.0,2136.0,1328.0,2166.0,1358.0,
id_ulanlfsxbd.jpg,WBC,1.0,2118.0,1494.0,2203.0,1581.0,
id_bu04j7jxbr.jpg,Trophozoite,1.0,2466.0,397.0,2513.0,437.0,
id_g9j9rxm05s.jpg,Trophozoite,1.0,2996.0,861.0,3032.0,886.0,
id_19lavqwwve.jpg,Trophozoite,1.0,2125.0,579.0,2159.0,617.0,
id_r90wmxlo7g.jpg,Trophozoite,1.0,2271.0,3609.0,2361.0,3699.0,
id_k31xcsf57u.jpg,Trophozoite,1.0,1951.0,2161.0,2046.0,2252.0,
id_3dvqhi5yc2.jpg,Trophozoite,1.0,2461.0,2574.0,2556.0,2680.0,
id_4p97xqczln.jpg,Trophozoite,1.0,2615.0,1273.0,2655.0,1311.0,
id_6r4u8vcjay.jpg,WBC,1.0,2587.0,271.0,2648.0,333.0,
id_zdg96srigj.jpg,Trophozoite,1.0,2155.0,785.0,2191.0,817.0,
id_is6qvm3hoj.jpg,WBC,1.0,2873.0,511.0,2922.0,572.0,
id_ezd6x40fd0.jpg,WBC,1.0,2503.0,1137.0,2571.0,1222.0,
id_5vugns5i4r.jpg,Trophozoite,1.0,2398.0,698.0,2424.0,724.0,
id_7v191des6a.jpg,Trophozoite,1.0,2094.0,2165.0,2231.0,2280.0,
id_uin77hhkwi.jpg,Trophozoite,1.0,1771.0,875.0,1869.0,984.0,
id_7l5fy1nin2.jpg,Trophozoite,1.0,2948.0,1451.0,2982.0,1487.0,
id_kmh7ea7qta.jpg,WBC,1.0,2634.0,825.0,2700.0,872.0,
id_9ynomawl38.jpg,WBC,1.0,2161.0,1317.0,2267.0,1393.0,
id_138trbgjle.jpg,Trophozoite,1.0,1415.0,1749.0,1526.0,1834.0,
id_glyh3dol96.jpg,Trophozoite,1.0,2197.0,517.0,2230.0,547.0,
id_cm79arin5l.jpg,WBC,1.0,1430.0,1823.0,1604.0,1982.0,
id_e5rea6wgy6.jpg,Trophozoite,1.0,2174.0,263.0,2214.0,297.0,
id_vqxavxbgqv.jpg,Trophozoite,1.0,2923.0,881.0,2961.0,925.0,
id_1kx1qtnqf6.jpg,WBC,1.0,2138.0,2663.0,2355.0,2859.0,
id_k061rd9uty.jpg,Trophozoite,1.0,2269.0,1012.0,2303.0,1040.0,
id_tdb81ada4s.jpg,WBC,1.0,2117.0,1723.0,2360.0,1961.0,
id_fmofpxvw0i.jpg,Trophozoite,1.0,2314.0,1587.0,2346.0,1613.0,
id_641yuyjn1f.jpg,Trophozoite,1.0,2904.0,467.0,2940.0,503.0,
id_ns0ww9t3ju.jpg,WBC,1.0,2573.0,857.0,2647.0,927.0,
id_sv9q2kedlr.jpg,Trophozoite,1.0,2874.0,1010.0,2906.0,1038.0,
id_o6g0y0lypq.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_fvt1r4srx5.jpg,Trophozoite,1.0,2284.0,1354.0,2326.0,1390.0,
id_b9i2zz9yug.jpg,WBC,1.0,2248.0,1292.0,2303.0,1339.0,
id_wq2owxeg15.jpg,Trophozoite,1.0,2645.0,1275.0,2677.0,1309.0,
id_mty3c1iqq1.jpg,Trophozoite,1.0,5.0,1645.0,76.0,1749.0,
id_c85ykg3uy2.jpg,WBC,1.0,2070.0,866.0,2148.0,944.0,
id_7zzh2ff8h1.jpg,Trophozoite,1.0,2320.0,859.0,2356.0,891.0,
id_et3df5wqcz.jpg,Trophozoite,1.0,749.0,588.0,818.0,668.0,
id_99dqny1a0l.jpg,WBC,1.0,2725.0,1731.0,2780.0,1826.0,
id_m52amtpkzq.jpg,WBC,1.0,1097.0,460.0,1308.0,687.0,
id_ch6r0g46fr.jpg,WBC,1.0,1663.0,2653.0,1848.0,2801.0,
id_warx3mh4mf.jpg,WBC,1.0,3027.0,707.0,3105.0,786.0,
id_f42a2gqph2.jpg,Trophozoite,1.0,2311.0,1288.0,2337.0,1314.0,
id_wd51nh9072.jpg,Trophozoite,1.0,2889.0,825.0,2923.0,857.0,
id_5bbz3srksa.jpg,WBC,1.0,2725.0,1695.0,2778.0,1748.0,
id_4cotsn0obm.jpg,Trophozoite,1.0,2335.0,1173.0,2363.0,1205.0,
id_crenkaw87t.jpg,WBC,1.0,2231.0,1672.0,2297.0,1740.0,
id_1la6dmk7pp.jpg,WBC,1.0,2797.0,1065.0,2852.0,1156.0,
id_pq06urws67.jpg,Trophozoite,1.0,2596.0,936.0,2622.0,958.0,
id_nk6b8hdvu3.jpg,Trophozoite,1.0,294.0,1073.0,389.0,1179.0,
id_vdchlkv6hv.jpg,WBC,1.0,2800.0,660.0,2872.0,734.0,
id_8aq7cnhtl5.jpg,Trophozoite,1.0,2708.0,501.0,2746.0,531.0,
id_tbe6fmgu8x.jpg,WBC,1.0,2676.0,632.0,2733.0,693.0,
id_6kxxaxsy7s.jpg,Trophozoite,1.0,2910.0,1076.0,2938.0,1112.0,
id_5bvosl2pau.jpg,Trophozoite,1.0,795.0,2344.0,876.0,2425.0,
id_v7a1nqldvn.jpg,Trophozoite,1.0,2917.0,1403.0,3022.0,1501.0,
id_rjjkcsmkbh.jpg,Trophozoite,1.0,1187.0,2621.0,1340.0,2732.0,
id_uyfm1e4bul.jpg,WBC,1.0,2320.0,359.0,2377.0,414.0,
id_6qo914wzmz.jpg,Trophozoite,1.0,2863.0,793.0,2901.0,825.0,
id_1b9vlj7csf.jpg,WBC,1.0,268.0,3799.0,469.0,3968.0,
id_f56uxwa2ey.jpg,Trophozoite,1.0,2957.0,885.0,2993.0,917.0,
id_l0tm7il1xn.jpg,WBC,1.0,2176.0,1059.0,2235.0,1127.0,
id_6fbhkyv1rd.jpg,Trophozoite,1.0,2159.0,1843.0,2254.0,1927.0,
id_ie9392cr9c.jpg,WBC,1.0,2691.0,925.0,2769.0,989.0,
id_p5cwsp3ed1.jpg,WBC,1.0,2795.0,1685.0,2874.0,1751.0,
id_geau0p533v.jpg,Trophozoite,1.0,2155.0,933.0,2189.0,971.0,
id_nfscssxd2u.jpg,Trophozoite,1.0,2887.0,1010.0,2917.0,1046.0,
id_eb4ghgzugp.jpg,Trophozoite,1.0,2407.0,284.0,2443.0,320.0,
id_wczc5k3dwj.jpg,Trophozoite,1.0,1370.0,666.0,1462.0,768.0,
id_9ctex4nrc1.jpg,Trophozoite,1.0,300.0,2768.0,389.0,2861.0,
id_ssc5cizh06.jpg,WBC,1.0,2553.0,1010.0,2608.0,1069.0,
id_r3qk3gs23y.jpg,Trophozoite,1.0,2110.0,1178.0,2140.0,1210.0,
id_szvd392zit.jpg,WBC,1.0,2763.0,401.0,2829.0,452.0,
id_5bbz3srksa.jpg,Trophozoite,1.0,2398.0,825.0,2440.0,872.0,
id_0fdars2kkw.jpg,Trophozoite,1.0,2746.0,1107.0,2790.0,1149.0,
id_8og9rd87b0.jpg,Trophozoite,1.0,2740.0,448.0,2778.0,478.0,
id_4wkzpeu6or.jpg,Trophozoite,1.0,1446.0,481.0,1573.0,597.0,
id_48b1s36zmc.jpg,Trophozoite,1.0,2522.0,1351.0,2548.0,1381.0,
id_h8qqp0ylyo.jpg,WBC,1.0,1483.0,2077.0,1673.0,2294.0,
id_5r1k5g43dg.jpg,WBC,1.0,2834.0,1137.0,2900.0,1205.0,
id_yd3tmwvvgu.jpg,Trophozoite,1.0,2053.0,1184.0,2085.0,1228.0,
id_3rrbg84f29.jpg,WBC,1.0,2971.0,779.0,3039.0,851.0,
id_nu7ub5zz1u.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_ugc3d0uqrm.jpg,Trophozoite,1.0,2575.0,902.0,2615.0,938.0,
id_bt2zp2gbmn.jpg,WBC,1.0,2282.0,696.0,2344.0,751.0,
id_idjqlz4ppb.jpg,WBC,1.0,606.0,3477.0,770.0,3636.0,
id_2rtwh0u17x.jpg,Trophozoite,1.0,2935.0,1453.0,2971.0,1481.0,
id_r90wmxlo7g.jpg,Trophozoite,1.0,712.0,2410.0,834.0,2521.0,
id_ks4su5m3hj.jpg,Trophozoite,1.0,2655.0,967.0,2693.0,1009.0,
id_jjl4az6opt.jpg,Trophozoite,1.0,622.0,629.0,722.0,714.0,
id_18zr61kc0a.jpg,Trophozoite,1.0,1795.0,3731.0,1895.0,3831.0,
id_k061rd9uty.jpg,Trophozoite,1.0,2625.0,1508.0,2667.0,1544.0,
id_cg82fmj278.jpg,WBC,1.0,2808.0,259.0,2867.0,323.0,
id_n9bbcos7p2.jpg,WBC,1.0,2388.0,1374.0,2500.0,1486.0,
id_2ngng2qenk.jpg,Trophozoite,1.0,2978.0,997.0,3016.0,1031.0,
id_101k9uxexv.jpg,WBC,1.0,2893.0,1073.0,2961.0,1152.0,
id_4y1b6jhgue.jpg,Trophozoite,1.0,1621.0,2124.0,1732.0,2219.0,
id_a2myf5oy8r.jpg,Trophozoite,1.0,2307.0,1252.0,2335.0,1282.0,
id_by6e6shi2z.jpg,WBC,1.0,2051.0,340.0,2115.0,397.0,
id_unbxbat1t9.jpg,Trophozoite,1.0,2471.0,1095.0,2499.0,1127.0,
id_hczakz2ht6.jpg,Trophozoite,1.0,2288.0,645.0,2326.0,679.0,
id_rmwz6ce1dd.jpg,Trophozoite,1.0,2537.0,1670.0,2571.0,1702.0,
id_sin11o52ho.jpg,Trophozoite,1.0,2702.0,1283.0,2728.0,1309.0,
id_d7pd07ec8m.jpg,WBC,1.0,2621.0,469.0,2682.0,530.0,
id_4p9ymf6p3s.jpg,Trophozoite,1.0,2155.0,945.0,2190.0,978.0,
id_ykdw2stt19.jpg,Trophozoite,1.0,1938.0,1332.0,2054.0,1438.0,
id_e23dyybn4a.jpg,Trophozoite,1.0,2815.0,2145.0,2921.0,2235.0,
id_gjkbres5x6.jpg,Trophozoite,1.0,2585.0,870.0,2619.0,912.0,
id_9t9vkxsw2v.jpg,WBC,1.0,1309.0,1104.0,1505.0,1284.0,
id_nl3aeas2wu.jpg,Trophozoite,1.0,2567.0,1400.0,2662.0,1474.0,
id_b1z4o0mupl.jpg,Trophozoite,1.0,2206.0,579.0,2244.0,611.0,
id_i5tsin8ztt.jpg,WBC,1.0,2218.0,1112.0,2292.0,1195.0,
id_pmq1hu1e71.jpg,Trophozoite,1.0,2573.0,899.0,2620.0,946.0,
id_7fd9tfijwa.jpg,Trophozoite,1.0,2311.0,1226.0,2347.0,1258.0,
id_ki6qkk13sm.jpg,Trophozoite,1.0,2738.0,1615.0,2787.0,1660.0,
id_9c48ivvo8u.jpg,WBC,1.0,2687.0,1071.0,2774.0,1149.0,
id_yd3tmwvvgu.jpg,Trophozoite,1.0,2766.0,271.0,2791.0,305.0,
id_wbw8heo1g4.jpg,WBC,1.0,2920.0,1330.0,2973.0,1391.0,
id_rdy8ijad2a.jpg,Trophozoite,1.0,2129.0,770.0,2169.0,810.0,
id_wij48tbsif.jpg,Trophozoite,1.0,816.0,726.0,900.0,803.0,
id_dybaweybco.jpg,WBC,1.0,2974.0,1481.0,3038.0,1555.0,
id_3l42ck1ho6.jpg,Trophozoite,1.0,1695.0,264.0,1817.0,386.0,
id_3wnymfzd89.jpg,Trophozoite,1.0,860.0,1538.0,992.0,1638.0,
id_9v4gg6m7bx.jpg,WBC,1.0,189.0,3186.0,416.0,3413.0,
id_i7nitsscaw.jpg,WBC,1.0,2793.0,1292.0,2867.0,1381.0,
id_os8jopl2gg.jpg,Trophozoite,1.0,2651.0,613.0,2691.0,647.0,
id_1xpbtfb4xh.jpg,Trophozoite,1.0,2061.0,872.0,2091.0,902.0,
id_664s1z4rww.jpg,WBC,1.0,2445.0,1636.0,2506.0,1695.0,
id_fe3rxq4495.jpg,Trophozoite,1.0,2668.0,893.0,2717.0,927.0,
id_20lexlrojc.jpg,Trophozoite,1.0,2753.0,1614.0,2785.0,1646.0,
id_z69tezcerd.jpg,Trophozoite,1.0,115.0,2170.0,241.0,2279.0,
id_9x09ltbdkc.jpg,WBC,1.0,2445.0,1311.0,2509.0,1373.0,
id_a5y9xgbbvh.jpg,Trophozoite,1.0,1156.0,1416.0,1262.0,1501.0,
id_77yvo7djvx.jpg,Trophozoite,1.0,1208.0,1797.0,1298.0,1876.0,
id_b58t3ex2zx.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_p7gbkw6fac.jpg,Trophozoite,1.0,2186.0,1373.0,2216.0,1403.0,
id_mlpsjyacxs.jpg,Trophozoite,1.0,2384.0,532.0,2414.0,564.0,
id_is6qvm3hoj.jpg,Trophozoite,1.0,2091.0,626.0,2119.0,656.0,
id_ta824awk8u.jpg,Trophozoite,1.0,2712.0,776.0,2738.0,806.0,
id_2wsz8etqq8.jpg,WBC,1.0,1626.0,1009.0,1874.0,1231.0,
id_by6e6shi2z.jpg,Trophozoite,1.0,2223.0,1144.0,2261.0,1178.0,
id_m0kwdfv3n8.jpg,Trophozoite,1.0,2373.0,373.0,2413.0,411.0,
id_8daq3g3gjh.jpg,WBC,1.0,2390.0,509.0,2447.0,562.0,
id_h0c7f93ooz.jpg,WBC,1.0,2704.0,530.0,2753.0,608.0,
id_d9km9wq3gf.jpg,Trophozoite,1.0,1346.0,649.0,1413.0,716.0,
id_tvzkxokqed.jpg,WBC,1.0,2685.0,1631.0,2761.0,1697.0,
id_vdchlkv6hv.jpg,WBC,1.0,2870.0,1020.0,2951.0,1086.0,
id_x8jabafqvn.jpg,WBC,1.0,2437.0,1167.0,2516.0,1246.0,
id_9eocbjfxy5.jpg,Trophozoite,1.0,1621.0,2082.0,1737.0,2177.0,
id_uahbj2v0w9.jpg,Trophozoite,1.0,2687.0,569.0,2719.0,607.0,
id_e4124p2abl.jpg,Trophozoite,1.0,2275.0,505.0,2305.0,535.0,
id_rqgxzhzly1.jpg,Trophozoite,1.0,2300.0,380.0,2333.0,417.0,
id_ypw54gpn07.jpg,Trophozoite,1.0,1909.0,2334.0,2016.0,2441.0,
id_p5cwsp3ed1.jpg,Trophozoite,1.0,2653.0,1288.0,2691.0,1322.0,
id_yw1obkicmg.jpg,Trophozoite,1.0,749.0,2753.0,855.0,2843.0,
id_bw1qg3osng.jpg,Trophozoite,1.0,1045.0,375.0,1172.0,507.0,
id_57a65wb4qc.jpg,Trophozoite,1.0,2398.0,1183.0,2422.0,1207.0,
id_zw3ez6sob0.jpg,WBC,1.0,2172.0,526.0,2250.0,604.0,
id_bu04j7jxbr.jpg,Trophozoite,1.0,2797.0,953.0,2844.0,981.0,
id_gzxlbrjcqz.jpg,Trophozoite,1.0,2220.0,1470.0,2256.0,1506.0,
id_zofc0rww9i.jpg,WBC,1.0,2886.0,386.0,2952.0,450.0,
id_3xszhdulod.jpg,Trophozoite,1.0,2630.0,813.0,2675.0,857.0,
id_q6m64eu8fz.jpg,Trophozoite,1.0,2271.0,448.0,2306.0,485.0,
id_bhxgop8sch.jpg,WBC,1.0,1975.0,3604.0,2208.0,3958.0,
id_z7s5bijjye.jpg,Trophozoite,1.0,2178.0,1152.0,2214.0,1190.0,
id_i8qcpi8ey9.jpg,Trophozoite,1.0,2680.0,869.0,2713.0,898.0,
id_qx3tpu72kt.jpg,Trophozoite,1.0,1140.0,1807.0,1256.0,1892.0,
id_ov3tbiyre9.jpg,WBC,1.0,2488.0,844.0,2535.0,920.0,
id_jewa1kipr1.jpg,Trophozoite,1.0,3050.0,1139.0,3092.0,1177.0,
id_qx3tpu72kt.jpg,WBC,1.0,765.0,993.0,897.0,1099.0,
id_m0kwdfv3n8.jpg,WBC,1.0,2172.0,957.0,2208.0,1001.0,
id_bhxgop8sch.jpg,WBC,1.0,1113.0,365.0,1314.0,545.0,
id_3t3uk40b2i.jpg,Trophozoite,1.0,2305.0,1343.0,2356.0,1383.0,
id_138trbgjle.jpg,Trophozoite,1.0,1885.0,3889.0,2017.0,4000.0,
id_du9knnffo5.jpg,Trophozoite,1.0,1658.0,296.0,1764.0,412.0,
id_ui292hgdmi.jpg,Trophozoite,1.0,2545.0,3488.0,2661.0,3583.0,
id_7tgo99b7gy.jpg,Trophozoite,1.0,3007.0,912.0,3037.0,944.0,
id_4ff79j4gv4.jpg,Trophozoite,1.0,2626.0,656.0,2723.0,753.0,
id_izmmd3tjlj.jpg,Trophozoite,1.0,1815.0,2295.0,1900.0,2400.0,
id_obfhelw1kw.jpg,Trophozoite,1.0,2311.0,1006.0,2334.0,1036.0,
id_p0uyhf1k5v.jpg,Trophozoite,1.0,1343.0,1829.0,1428.0,1908.0,
id_2phbgf1x5m.jpg,Trophozoite,1.0,2303.0,1394.0,2339.0,1432.0,
id_58rguqh8gv.jpg,Trophozoite,1.0,2280.0,1587.0,2314.0,1623.0,
id_nl5asaffj8.jpg,Trophozoite,1.0,2246.0,855.0,2278.0,889.0,
id_8daq3g3gjh.jpg,Trophozoite,1.0,2581.0,793.0,2617.0,840.0,
id_mi1fi40efb.jpg,WBC,1.0,828.0,2278.0,1066.0,2511.0,
id_u2ushq95s3.jpg,WBC,1.0,463.0,1961.0,627.0,2167.0,
id_xeuwa8b3u9.jpg,Trophozoite,1.0,2509.0,291.0,2549.0,321.0,
id_8aq7cnhtl5.jpg,Trophozoite,1.0,2116.0,1294.0,2148.0,1322.0,
id_tgpg2oujnz.jpg,Trophozoite,1.0,1726.0,1786.0,1853.0,1918.0,
id_8rsxptmxkc.jpg,Trophozoite,1.0,2043.0,1004.0,2149.0,1094.0,
id_jamycww4eq.jpg,Trophozoite,1.0,536.0,383.0,645.0,476.0,
id_by6e6shi2z.jpg,WBC,1.0,2991.0,416.0,3055.0,484.0,
id_sv9q2kedlr.jpg,Trophozoite,1.0,2208.0,333.0,2246.0,361.0,
id_nw02fw99a0.jpg,Trophozoite,1.0,2322.0,1636.0,2361.0,1684.0,
id_m3jsa9zrml.jpg,NEG,1.0,120.0,0.0,120.0,0.0,
id_uc2asw08il.jpg,Trophozoite,1.0,1531.0,2071.0,1637.0,2161.0,
id_beb4eptdn4.jpg,WBC,1.0,2797.0,1116.0,2865.0,1177.0,
id_iutwh8bfqo.jpg,Trophozoite,1.0,3018.0,1296.0,3044.0,1322.0,
id_48165276os.jpg,Trophozoite,1.0,2847.0,3208.0,2926.0,3293.0,
id_1xpbtfb4xh.jpg,Trophozoite,1.0,2318.0,1519.0,2356.0,1557.0,
id_n9alv46e3p.jpg,Trophozoite,1.0,2755.0,1722.0,2875.0,1831.0,
id_jae11mzfte.jpg,Trophozoite,1.0,1638.0,2321.0,1730.0,2400.0,
id_4hqzrht12t.jpg,Trophozoite,1.0,2437.0,1078.0,2469.0,1118.0,
id_o8l2fgsn7v.jpg,Trophozoite,1.0,405.0,3192.0,525.0,3329.0,
id_btfcsd8hls.jpg,Trophozoite,1.0,2292.0,1345.0,2324.0,1373.0,
id_zg9jc73sf7.jpg,Trophozoite,1.0,2573.0,1695.0,2609.0,1737.0,
id_jdell00c1g.jpg,Trophozoite,1.0,383.0,1979.0,514.0,2105.0,
id_l12dc0d0er.jpg,Trophozoite,1.0,2424.0,1987.0,2519.0,2072.0,
id_310rkvg7k4.jpg,Trophozoite,1.0,2247.0,993.0,2271.0,1021.0,
id_4xe7v3uzb0.jpg,WBC,1.0,2244.0,322.0,2316.0,388.0,
id_cv1oiyd7a2.jpg,Trophozoite,1.0,1493.0,641.0,1589.0,759.0,
id_cv1oiyd7a2.jpg,Trophozoite,1.0,2258.0,2890.0,2348.0,2997.0,
